estado;cidade;populacao;pib;pib_percapita
RIO GRANDE DO SUL;Xangri-lá;11721;160877.53125;13725.58007812
RIO GRANDE DO SUL;Unistalda;2396;28591.38867188;11932.96972656
MINAS GERAIS;Palma;6212;41938.515625;6751.20996094
MATO GROSSO;Nortelândia;6272;69248.6640625;11040.91992188
MATO GROSSO;Juína;39708;450454.84375;11344.1796875
RIO GRANDE DO SUL;Alegrete;78984;1123318.5;14222.09960938
PARANA;Itambé;6082;86111.015625;14158.33984375
RIO GRANDE DO NORTE;Coronel João Pessoa;4993;21530.4375;4312.12011719
MINAS GERAIS;Coimbra;7209;43221.16015625;5995.43994141
SANTA CATARINA;Jaborá;4129;62235.21484375;15072.70996094
SAO PAULO;Canitar;4743;35199.875;7421.43994141
MINAS GERAIS;Mariana;54689;1444840.125;26419.2109375
SAO PAULO;São Sebastião da Grama;12990;152929.140625;11772.83984375
PARANA;Ribeirão do Pinhal;13584;88980.2421875;6550.37011719
SAO PAULO;Jacupiranga;16322;172416.0625;10563.41992188
GOIAS;Edéia;10604;268327.09375;25304.33007812
MINAS GERAIS;Urucânia;10502;91329.15625;8696.36035156
MARANHAO;Araioses;39166;132998.6875;3395.77001953
MINAS GERAIS;Pedra do Anta;3731;17767.02929688;4762.0
ALAGOAS;Olho D'Água das Flores;20555;70390.265625;3424.47998047
BAHIA;Seabra;42175;213669.90625;5066.27001953
PIAUI;Buriti dos Lopes;19796;72460.390625;3660.36010742
RIO DE JANEIRO;Itatiaia;35577;657369.625;18477.38085938
GOIAS;Serranópolis;7813;166530.421875;21314.52929688
SAO PAULO;Jaguariúna;41107;2714575.75;66036.8203125
PARANA;Boa Esperança do Iguaçu;2898;31648.30859375;10920.74023438
MATO GROSSO;Santo Antônio do Leste;3573;240566.609375;67329.03125
MINAS GERAIS;Ijaci;6036;231447.125;38344.44921875
MARANHAO;Axixá;15203;36745.2265625;2416.9699707
BAHIA;Correntina;32980;637574.3125;19332.15039062
PARAIBA;Pombal;32443;158469.953125;4884.56982422
CEARA;Chorozinho;18759;78034.9609375;4159.87011719
SAO PAULO;Mairiporã;79155;1029388.125;13004.70996094
BAHIA;Catolândia;4059;22203.5390625;5470.20019531
SAO PAULO;Guaimbê;4740;41937.18359375;8847.50976562
TOCANTINS;Rio Sono;6366;32593.95703125;5120.00976562
CEARA;Quixeramobim;73517;349781.71875;4757.83007812
PARAIBA;Congo;4930;30035.15429688;6092.31982422
PERNAMBUCO;Buenos Aires;13675;51370.76171875;3756.55004883
PERNAMBUCO;Ipubi;27353;109918.828125;4018.5300293
MINAS GERAIS;Frei Lagonegro;3493;16006.06542969;4582.33007812
ACRE;Sena Madureira;36166;371556.0625;10273.62988281
MARANHAO;Esperantinópolis;18815;64343.0546875;3419.77001953
BAHIA;Teodoro Sampaio;8442;38678.0390625;4581.62011719
AMAPA;Pedra Branca do Amapari;8182;104478.9921875;12769.37011719
SANTA CATARINA;Angelina;5396;63321.44921875;11734.88964844
GOIAS;Lagoa Santa;1346;15363.55761719;11414.23046875
PARA;Moju;68600;234566.484375;3419.34008789
PARANA;Agudos do Sul;8735;52750.92578125;6039.02978516
RIO GRANDE DO SUL;Caseiros;3132;44075.60546875;14072.66992188
BAHIA;Itapitanga;10376;38620.75390625;3722.12011719
PIAUI;São José do Peixe;3835;15313.89257812;3993.18994141
BAHIA;Ribeira do Amparo;14621;46314.48046875;3167.66992188
RIO GRANDE DO SUL;Camargo;2549;51100.84765625;20047.41015625
PARAIBA;Várzea;2568;13316.390625;5185.50976562
PERNAMBUCO;São José da Coroa Grande;18555;72025.234375;3881.7199707
SANTA CATARINA;São Carlos;10938;146369.46875;13381.74023438
MARANHAO;Santo Antônio dos Lopes;14663;65007.71484375;4433.45019531
MATO GROSSO;Porto Esperidião;9850;113256.625;11498.12988281
SANTA CATARINA;Bombinhas;13695;178943.96875;13066.37011719
SAO PAULO;Ilha Comprida;10090;97179.28125;9631.25
SAO PAULO;Nova Luzitânia;3795;29767.0078125;7843.74023438
BAHIA;Caém;10187;34143.12890625;3351.63989258
RIO DE JANEIRO;Miracema;26824;236378.921875;8812.21972656
SAO PAULO;Lindóia;5974;67635.7421875;11321.6796875
PERNAMBUCO;Parnamirim;19850;89271.609375;4497.31005859
PERNAMBUCO;Frei Miguelinho;14855;52487.42578125;3533.32006836
RORAIMA;Normandia;7527;74608.90625;9912.16992188
SAO PAULO;Santa Salete;1446;24226.39257812;16754.08007812
MINAS GERAIS;Santa Cruz de Minas;7671;34635.61328125;4515.14013672
AMAZONAS;Urucurituba;18541;67527.9609375;3642.09008789
RIO GRANDE DO NORTE;Jardim do Seridó;12384;63020.53515625;5088.87011719
MARANHAO;Chapadinha;70537;277768.03125;3937.90991211
BAHIA;Macarani;16940;69146.0703125;4081.82006836
PIAUI;Vila Nova do Piauí;3136;13307.02246094;4243.31005859
RIO GRANDE DO NORTE;Senador Elói de Souza;6201;24814.86914062;4001.75
PARANA;Primeiro de Maio;11126;106101.3203125;9536.33984375
GOIAS;Pires do Rio;27928;356490.375;12764.62011719
SAO PAULO;Diadema;397738;9969819.0;25066.30078125
SAO PAULO;Gália;6635;67073.984375;10109.12011719
PIAUI;Buriti dos Montes;8117;24284.73242188;2991.84008789
RIO GRANDE DO NORTE;Santana do Matos;14544;61293.671875;4214.35986328
SAO PAULO;Altair;3287;96194.734375;29265.2109375
PIAUI;Santo Inácio do Piauí;3756;12291.79589844;3272.58007812
RONDONIA;Cabixi;6695;104578.7578125;15620.4296875
ESPIRITO SANTO;Barra de São Francisco;41645;392909.25;9434.73046875
SAO PAULO;São Lourenço da Serra;18319;138128.15625;7540.16015625
MINAS GERAIS;Estrela Dalva;2536;19506.14453125;7691.70019531
MINAS GERAIS;Itaobim;21618;142984.15625;6614.12011719
SAO PAULO;Registro;55168;585710.5;10616.84960938
SANTA CATARINA;Novo Horizonte;2954;61519.921875;20825.97070312
MINAS GERAIS;Buenópolis;9627;56813.33984375;5901.45996094
SANTA CATARINA;Itá;6552;187247.9375;28578.75
SAO PAULO;Tatuí;109017;1898242.5;17412.34960938
PIAUI;Paulistana;20390;72797.6796875;3570.26000977
SERGIPE;Pedrinhas;8709;37565.15625;4313.37011719
AMAZONAS;Novo Aripuanã;18952;85700.7265625;4521.99023438
SERGIPE;Nossa Senhora da Glória;30804;244753.5;7945.50976562
SERGIPE;Carmópolis;12610;295503.3125;23434.0390625
SERGIPE;Rosário do Catete;8965;503797.625;56196.05078125
MATO GROSSO;Nova Ubiratã;8372;440926.96875;52666.859375
RIO GRANDE DO SUL;Santo Antônio do Palma;2295;35738.61328125;15572.37988281
PARANA;Tuneiras do Oeste;8777;85351.8125;9724.49023438
BAHIA;Barra;50226;147346.296875;2933.66992188
SANTA CATARINA;Capivari de Baixo;21059;254304.703125;12075.8203125
PARANA;Sengés;20445;211313.234375;10335.69042969
RIO DE JANEIRO;Iguaba Grande;22947;210597.21875;9177.54980469
MINAS GERAIS;Serra do Salitre;10778;177244.234375;16445.0
MINAS GERAIS;Pequi;4504;41105.6484375;9126.48046875
MINAS GERAIS;Passos;107619;1185068.125;11011.70019531
PARAIBA;Itapororoca;16573;104540.3515625;6307.87011719
MINAS GERAIS;Santa Margarida;14806;105679.0078125;7137.58007812
RIO GRANDE DO SUL;Alegria;4775;48344.25390625;10124.45019531
MINAS GERAIS;Botelhos;15289;117536.1875;7687.62988281
RIO GRANDE DO SUL;Floriano Peixoto;2155;29052.140625;13481.26953125
PARAIBA;Bonito de Santa Fé;10657;44123.16015625;4140.29980469
ESPIRITO SANTO;Baixo Guandu;29891;233346.015625;7806.56005859
RIO GRANDE DO SUL;Tupanciretã;23842;597097.8125;25043.94921875
TOCANTINS;Dianópolis;19524;217774.359375;11154.19042969
SAO PAULO;Barbosa;6944;50042.2109375;7206.54003906
PARANA;Mauá da Serra;8446;119340.1796875;14129.79003906
PERNAMBUCO;Brejo da Madre de Deus;42250;161963.40625;3833.44995117
CEARA;Brejo Santo;41266;191745.0625;4646.56005859
SAO PAULO;Jarinu;22822;399077.0625;17486.50976562
PERNAMBUCO;Condado;24403;98794.625;4048.45996094
PARANA;Leópolis;4316;50136.58984375;11616.45019531
MARANHAO;Jatobá;8909;26733.35546875;3000.70996094
CEARA;Guaiúba;23853;82031.0625;3439.0300293
MINAS GERAIS;Varginha;121785;3046304.0;25013.7890625
GOIAS;Águas Lindas de Goiás;143179;548629.625;3831.77001953
MINAS GERAIS;Santana dos Montes;4134;19299.37695312;4668.45019531
SANTA CATARINA;Araranguá;59537;762710.1875;12810.69042969
SAO PAULO;Francisco Morato;157294;863953.375;5492.60009766
PERNAMBUCO;Serrita;18958;68741.2734375;3625.97998047
BAHIA;Santa Inês;10803;35840.4296875;3317.63989258
MINAS GERAIS;Carmo do Cajuru;20031;169706.671875;8472.20019531
MINAS GERAIS;Virginópolis;11273;62167.61328125;5514.74023438
PERNAMBUCO;Surubim;56795;265122.8125;4668.06982422
CEARA;Ararendá;11186;35326.19921875;3158.07006836
SANTA CATARINA;Imbituba;38882;946290.1875;24337.49023438
BAHIA;Piripá;13325;36582.48828125;2745.39990234
MINAS GERAIS;Coronel Fabriciano;105037;724103.75;6893.79980469
SAO PAULO;Poloni;5100;66943.3046875;13126.13964844
AMAZONAS;Presidente Figueiredo;26282;304599.375;11589.66015625
SAO PAULO;Dirce Reis;1623;24405.38476562;15037.20996094
PIAUI;Guadalupe;9809;98231.2265625;10014.40039062
PIAUI;Madeiro;8012;23075.33984375;2880.10009766
SERGIPE;Monte Alegre de Sergipe;13817;69754.8125;5048.47998047
TOCANTINS;Sítio Novo do Tocantins;9568;42988.91015625;4492.99023438
MINAS GERAIS;Itambé do Mato Dentro;2479;11206.33203125;4520.50976562
MINAS GERAIS;Rio Pardo de Minas;29947;150917.34375;5039.47998047
SAO PAULO;Tambaú;22575;301012.6875;13333.90039062
PARANA;Inácio Martins;11431;75978.65625;6646.72021484
PARA;Cumaru do Norte;11890;81871.8359375;6885.77001953
PARANA;Tamarana;11577;106447.703125;9194.75976562
MARANHAO;Mirinzal;14311;39531.5546875;2762.32006836
TOCANTINS;Nazaré;4596;23986.79882812;5219.06005859
CEARA;Tianguá;68588;374219.5625;5456.04980469
GOIAS;Aparecida do Rio Doce;2871;40092.76953125;13964.74023438
PIAUI;Capitão Gervásio Oliveira;4029;12069.73046875;2995.70996094
MATO GROSSO;Santa Terezinha;7690;73279.421875;9529.1796875
MARANHAO;Buriticupu;64685;248992.484375;3849.31005859
MINAS GERAIS;Rio Paranaíba;10990;361441.1875;32888.19140625
MARANHAO;Penalva;34907;100140.96875;2868.79003906
SAO PAULO;Jeriquara;3216;75402.8671875;23446.16992188
MARANHAO;Marajá do Sena;6954;35996.2109375;5176.33007812
ESPIRITO SANTO;Afonso Cláudio;31384;212760.109375;6779.25
ACRE;Capixaba;9287;89052.6796875;9588.95996094
CEARA;Araripe;22373;84206.421875;3763.75
RONDONIA;São Miguel do Guaporé;23201;283618.65625;12224.41992188
BAHIA;Rio Real;38095;202989.765625;5328.50976562
SANTA CATARINA;Ituporanga;21496;410706.5;19106.1796875
MINAS GERAIS;Paracatu;83560;1226047.25;14672.66015625
SAO PAULO;Dumont;8346;86997.0703125;10423.79980469
MINAS GERAIS;Senador Amaral;5201;49120.94140625;9444.51953125
MATO GROSSO DO SUL;Caarapó;23696;359395.1875;15166.91015625
PARANA;Fênix;5017;68322.6484375;13618.23046875
PARANA;Iretama;11510;76621.3125;6656.93017578
SERGIPE;Malhador;12124;54451.6484375;4491.22998047
RIO GRANDE DO SUL;São Jorge;2825;49034.63671875;17357.390625
MINAS GERAIS;São João del Rei;85503;822362.0;9617.9296875
PARANA;São Jorge do Ivaí;5382;107663.90625;20004.43945312
PARANA;Jussara;6240;125054.0546875;20040.7109375
MARANHAO;Bacuri;16585;47541.1171875;2866.51000977
MINAS GERAIS;Palmópolis;6810;27005.71679688;3965.60009766
PIAUI;Caracol;10838;33394.68359375;3081.26000977
PARAIBA;Aparecida;7607;30302.33789062;3983.47998047
SAO PAULO;Itapirapuã Paulista;3919;23267.171875;5937.02001953
RIO GRANDE DO SUL;Ivorá;2424;31861.1171875;13144.03027344
RIO GRANDE DO SUL;Barra do Ribeiro;11762;142471.171875;12112.83984375
ALAGOAS;Viçosa;26830;95608.140625;3563.47998047
RIO GRANDE DO SUL;Vanini;2045;26400.24804688;12909.66015625
GOIAS;Trindade;104979;759605.4375;7235.77978516
PERNAMBUCO;Jaboatão dos Guararapes;687688;7068777.5;10279.04980469
ALAGOAS;Maravilha;10110;33863.60546875;3349.52001953
PARANA;Lunardelli;5094;40139.4140625;7879.74023438
RIO GRANDE DO SUL;Liberato Salzano;6167;75537.046875;12248.58984375
AMAPA;Oiapoque;20962;230480.78125;10995.16992188
SANTA CATARINA;Lauro Muller;14173;182674.4375;12888.90039062
MINAS GERAIS;Cambuquira;12936;97574.6875;7542.87988281
MATO GROSSO;Santa Cruz do Xingu;2357;36023.68359375;15283.70019531
PARA;Bonito;12013;36021.890625;2998.58007812
PARANA;Engenheiro Beltrão;14280;214099.921875;14992.99023438
PARANA;Jacarezinho;40582;498248.78125;12277.58007812
SERGIPE;Malhada dos Bois;3830;23457.98046875;6124.79980469
RIO GRANDE DO NORTE;Tibau;3937;30851.06835938;7836.18994141
RIO GRANDE DO SUL;Tio Hugo;2730;58052.32421875;21264.58984375
PARA;Piçarra;13140;76790.75;5844.04980469
RIO GRANDE DO NORTE;Nova Cruz;36561;178236.546875;4875.04980469
PIAUI;Bom Princípio do Piauí;5506;20777.93554688;3773.68994141
RIO GRANDE DO SUL;Monte Alegre dos Campos;3256;31576.25976562;9697.87011719
RIO GRANDE DO NORTE;Parazinho;4977;20183.13085938;4055.2800293
RIO GRANDE DO NORTE;Montanhas;12834;48808.7890625;3803.08007812
PARANA;Verê;8078;101084.9609375;12513.61035156
PARAIBA;São Domingos do Cariri;2341;11675.81152344;4987.52978516
RIO GRANDE DO NORTE;Olho-D'Água do Borges;4578;19422.43554688;4242.56005859
MARANHAO;Fortuna;14922;54452.68359375;3649.14990234
RIO GRANDE DO NORTE;Rio do Fogo;10124;46879.40234375;4630.52001953
PARANA;Cruz Machado;19132;123444.9375;6452.27978516
MINAS GERAIS;Santana da Vargem;7222;83066.21875;11501.83007812
MINAS GERAIS;Uberaba;296261;6489508.5;21904.69921875
MINAS GERAIS;Santa Fé de Minas;4129;24721.9375;5987.39013672
AMAZONAS;Careiro;32638;117802.6171875;3609.37011719
GOIAS;Itaguari;4364;37283.44140625;8543.41015625
PIAUI;Palmeira do Piauí;5116;33065.046875;6463.06982422
RIO GRANDE DO SUL;São José do Ouro;7190;110298.859375;15340.58984375
GOIAS;Uirapuru;3117;27419.87695312;8796.87988281
RIO GRANDE DO NORTE;Açu;53282;316499.6875;5940.08984375
RIO GRANDE DO SUL;Entre-Ijuís;9263;146000.953125;15761.74023438
ALAGOAS;Pão de Açúcar;24534;85304.7265625;3477.0
RIO DE JANEIRO;Bom Jesus do Itabapoana;35303;396142.75;11221.21972656
SANTA CATARINA;Orleans;21731;441775.65625;20329.27929688
MINAS GERAIS;Córrego Fundo;5939;76349.15625;12855.55957031
RIO GRANDE DO SUL;Vicente Dutra;5587;57206.62890625;10239.24023438
PARANA;Araucária;117964;11962877.0;101411.2578125
MARANHAO;Feira Nova do Maranhão;7899;32300.70117188;4089.20996094
MINAS GERAIS;Reduto;6663;42805.29296875;6424.33007812
MINAS GERAIS;Carmo do Paranaíba;32059;350128.65625;10921.37988281
SAO PAULO;Lins;73183;1917087.25;26195.80078125
PIAUI;São Miguel do Fidalgo;3182;11472.98339844;3605.59008789
SANTA CATARINA;Pouso Redondo;14510;237024.484375;16335.25
RIO GRANDE DO SUL;Estância Velha;43906;633553.375;14429.76953125
RIO GRANDE DO NORTE;Lajes Pintadas;4309;19073.09375;4426.33984375
PERNAMBUCO;Rio Formoso;21815;146614.40625;6720.81005859
SANTA CATARINA;Calmon;4265;41113.1015625;9639.65039062
PIAUI;Campinas do Piauí;5818;22183.11523438;3812.84008789
DISTRITO FEDERAL;Brasília;2606885;131487264.0;50438.4609375
SAO PAULO;Nipoã;4103;48101.53515625;11723.5
AMAZONAS;Juruá;9275;40090.02734375;4322.37011719
ALAGOAS;Girau do Ponciano;36904;111610.8828125;3024.36010742
SAO PAULO;Guaíra;38676;850159.125;21981.5703125
RIO GRANDE DO SUL;Araricá;5181;59706.1640625;11524.05957031
BAHIA;Vera Cruz;37539;207724.953125;5533.58007812
MINAS GERAIS;Espírito Santo do Dourado;4471;37765.73046875;8446.8203125
SANTA CATARINA;São Ludgero;10951;263178.375;24032.359375
MINAS GERAIS;Jequeri;13225;77701.3671875;5875.33984375
MINAS GERAIS;Florestal;6199;45382.26953125;7320.89990234
SAO PAULO;Santa Rita d'Oeste;2501;39319.76953125;15721.62011719
SAO PAULO;Irapuru;7874;62625.421875;7953.43994141
PARANA;Ibiporã;47514;1081024.25;22751.69921875
MATO GROSSO;Itaúba;4585;95909.21875;20918.0390625
MINAS GERAIS;Carbonita;10783;62895.98828125;5832.87988281
CEARA;Porteiras;15058;53051.28515625;3523.12988281
BAHIA;Riachão do Jacuípe;33666;125705.1484375;3733.88989258
SAO PAULO;São João da Boa Vista;83909;1608504.875;19169.63085938
CEARA;Madalena;17773;65020.15625;3658.37011719
GOIAS;Israelândia;2876;22917.2890625;7968.45996094
MINAS GERAIS;Ouro Fino;32639;342506.3125;10493.76953125
TOCANTINS;Marianópolis do Tocantins;4743;41466.171875;8742.59960938
BAHIA;Santa Cruz da Vitória;6443;23149.640625;3592.98999023
RIO GRANDE DO SUL;Guabiju;1702;38074.53515625;22370.47070312
SAO PAULO;Jaboticabal;73084;1418964.875;19415.52929688
MINAS GERAIS;Curral de Dentro;7376;32442.68164062;4398.41015625
RIO GRANDE DO SUL;Santa Maria do Herval;6476;103114.3828125;15922.54003906
CEARA;Caririaçu;27380;87100.125;3181.15991211
TOCANTINS;Figueirópolis;4883;65767.046875;13468.5703125
ACRE;Rio Branco;305954;3837370.75;12542.30957031
PERNAMBUCO;Maraial;12303;82864.140625;6735.27978516
SAO PAULO;Pindamonhangaba;144613;4172247.75;28851.13085938
SAO PAULO;Araçatuba;182204;3001299.5;16472.18945312
CEARA;Salitre;16845;77822.125;4619.89013672
PARAIBA;Alagoa Grande;28126;106449.3359375;3784.72998047
SANTA CATARINA;Paulo Lopes;7255;84931.421875;11706.61035156
SAO PAULO;Gavião Peixoto;4244;165148.078125;38913.30859375
RONDONIA;Presidente Médici;22519;245843.890625;10917.1796875
CEARA;Maracanaú;201693;3534385.0;17523.58984375
SAO PAULO;Itariri;16284;94274.328125;5789.37988281
PARANA;Francisco Alves;6389;56896.1328125;8905.33007812
ESPIRITO SANTO;Ecoporanga;23891;227060.625;9504.01953125
SAO PAULO;Votorantim;105193;1810173.375;17208.11914062
PARANA;Flor da Serra do Sul;4742;52964.69140625;11169.26953125
ACRE;Brasiléia;20238;194979.828125;9634.33984375
CEARA;Pacujá;6233;21133.74414062;3390.62011719
PARAIBA;Juazeirinho;16476;64330.44140625;3904.48999023
SANTA CATARINA;Xanxerê;42174;916734.4375;21736.9609375
BAHIA;Wenceslau Guimarães;24802;144764.984375;5836.83007812
CEARA;Itatira;18875;66732.171875;3535.47998047
SANTA CATARINA;Agronômica;4925;80491.53125;16343.45996094
CEARA;Aiuaba;16423;48629.4375;2961.06005859
CEARA;Potengi;10144;34289.66015625;3380.29003906
MINAS GERAIS;Lajinha;17678;159347.21875;9013.87011719
CEARA;Altaneira;6834;21733.01171875;3180.12988281
BAHIA;Santa Cruz Cabrália;26250;153209.375;5836.54980469
ALAGOAS;Chã Preta;7073;26925.03125;3806.72998047
MINAS GERAIS;Miraí;13502;116036.1015625;8593.99023438
TOCANTINS;Colméia;8961;72166.5078125;8053.39990234
RIO GRANDE DO NORTE;Taboleiro Grande;2380;12153.43457031;5106.49023438
PARANA;Alto Paraná;13435;104750.40625;7796.83007812
CEARA;Morada Nova;63126;351117.84375;5562.16992188
PARANA;Jaguapitã;12414;200335.109375;16137.83984375
MATO GROSSO;Arenápolis;9903;81260.3125;8205.62988281
SAO PAULO;Mongaguá;44087;447405.15625;10148.23046875
AMAZONAS;Maués;49666;226922.828125;4568.97998047
MINAS GERAIS;Simão Pereira;2594;20950.86914062;8076.66015625
CEARA;Beberibe;48760;211808.109375;4343.89013672
SAO PAULO;Pontes Gestal;2557;84910.578125;33207.109375
PERNAMBUCO;Vicência;27883;155211.25;5566.52001953
RIO GRANDE DO SUL;Pejuçara;3946;123046.1953125;31182.50976562
RONDONIA;Primavera de Rondônia;3765;45551.33203125;12098.62988281
PARAIBA;Capim;5458;22519.7109375;4126.0
RIO GRANDE DO SUL;Faxinalzinho;2607;27758.2265625;10647.5703125
BAHIA;São Félix do Coribe;13504;68296.671875;5057.50976562
PARANA;Joaquim Távora;10755;159289.140625;14810.70996094
SAO PAULO;Itirapuã;5903;58454.1640625;9902.45019531
SAO PAULO;Mira Estrela;2663;32981.234375;12384.99023438
SAO PAULO;Mirandópolis;26761;242961.578125;9078.94042969
PARANA;Antonina;17743;187649.9375;10576.0
SAO PAULO;Itapecerica da Serra;161983;3207249.5;19799.91015625
MATO GROSSO DO SUL;Guia Lopes da Laguna;10407;103997.7265625;9993.05957031
SAO PAULO;Ibiúna;67392;703188.0625;10434.29980469
MINAS GERAIS;Santa Bárbara do Tugúrio;4574;28011.52929688;6124.08007812
MATO GROSSO;Água Boa;20276;367902.125;18144.7109375
PIAUI;Cocal dos Alves;5525;17449.0859375;3158.20996094
RIO GRANDE DO NORTE;São Pedro;6590;27908.86328125;4235.02978516
RIO DE JANEIRO;Paraíba do Sul;41679;487127.4375;11687.59960938
RIO GRANDE DO NORTE;Luís Gomes;10144;38557.828125;3801.05004883
MINAS GERAIS;Patrocínio;86467;1291521.0;14936.58007812
RIO GRANDE DO SUL;Entre Rios do Sul;3087;76808.6171875;24881.31054688
PARAIBA;Nazarezinho;7248;29003.875;4001.63989258
RONDONIA;Espigão D'Oeste;28892;319634.03125;11063.05957031
BAHIA;Mata de São João;39585;303156.75;7658.37011719
MINAS GERAIS;Desterro de Entre Rios;7173;34978.38671875;4876.39990234
TOCANTINS;Alvorada;8161;122968.6015625;15067.83007812
PARAIBA;São Domingos;2822;12841.70410156;4550.56982422
BAHIA;Nova Itarana;7875;24762.71875;3144.4699707
RIO GRANDE DO SUL;Venâncio Aires;67682;1643010.0;24275.43945312
PARANA;Piên;11811;280972.4375;23789.05078125
PARA;Tailândia;72720;351910.1875;4839.25
MINAS GERAIS;Pirapora;53708;897816.875;16716.63085938
RIO GRANDE DO SUL;Arroio do Padre;2882;26049.45507812;9038.66992188
SAO PAULO;Casa Branca;28189;566633.9375;20101.24023438
PARA;Magalhães Barata;7895;23328.38085938;2954.83007812
RIO DE JANEIRO;Rio Bonito;55051;834572.375;15159.99023438
PERNAMBUCO;Gravatá;75229;382127.21875;5079.52001953
BAHIA;Castro Alves;24978;110339.4765625;4417.47021484
RIO GRANDE DO SUL;Estrela Velha;3777;74811.6796875;19807.16992188
GOIAS;Nova Crixás;13432;163690.328125;12186.58984375
SAO PAULO;Rosana;18918;778538.875;41153.33984375
MARANHAO;Sucupira do Norte;10535;31425.09570312;2982.91992188
MARANHAO;Passagem Franca;17898;61833.859375;3454.79003906
MATO GROSSO;Pontal do Araguaia;5322;42808.26953125;8043.64013672
MATO GROSSO;Peixoto de Azevedo;30363;220627.171875;7266.31982422
SANTA CATARINA;Descanso;8898;135342.984375;15210.5
MINAS GERAIS;Perdigão;7961;60268.73046875;7570.5
PERNAMBUCO;Jaqueira;12642;47317.8203125;3742.90991211
MINAS GERAIS;Divino das Laranjeiras;5092;29345.26171875;5763.00976562
